id	isv	addition	partOfSpeech	type	en	sameInLanguages	genesis	protoslavic	irregularity	cognates	etm_info	related_words
20453	mazilo		n.	2	ointment, unguent	pl sl bg						
20455	mazivo		n.	2	smear, lubricant	yu mk		mazivo	1	{'Russian': ['мазиво', 'мазево n', 'мазива f'], 'Macedonian': ['мазиво'], 'Serbo-Croatian': ['мазиво'], 'Czech': ['mazivo'], 'Slovak': ['mazivo']}	From *mazati +‎ *-ivo.  	
1935	mę		pron.pers.	1	me							
163	mebelj		m.	1	furniture		I					
32971	meblovati		v.tr. ipf./pf.	1	furnish	v pl sh bg	I					
32999	mecosopran		m.	1	mezzosoprano		I					
164	meč		m.	1	sword			mečь	1			
909	męč		m.	2	ball	v		męčь	1	{'Belarusian': ['мяч'], 'Russian': ['мяч'], 'Ukrainian': ["м'яч"], 'Bulgarian': ['меч', 'мечка (', '“soft bun or loaf of bread”) (dialectal)'], 'Slovene': ['mẹč (tonal orthography) (obsolete)'], 'Old Czech': ['mieč'], 'Czech': ['míč'], 'Bohemian (Chod dialect)': ['mlíć'], 'Polabian': ['mąc'], 'Slovincian': ['mňiač'], '→ Romanian': ['minge']}	Resultant noun from *męčati (“to squash, to knead”) +‎ *-jь.  	
37149	mečeta		f.	1	mosque	v pl cs~	I	!	!	!	!	!
911	męčkati		v.tr. ipf.	1	mash, crumple							
35443	mečta		f.	2	dream (wish), daydream	ru sh bm		mьčьta	1	{'East Slavic': ['мьчьта', 'мечьта', 'мечта'], 'Russian': ['мечта'], 'Cyrillic': ['машта'], 'Bulgarian': ['мечта'], 'Macedonian': ['мечта'], 'Latin': ['màšta']}	From *mikati +‎ *-ьta, from Proto-Indo-European *meyk- (“to twinkle, blink”). Related to Latin micō.  	
35445	mečtatelj		m.anim.	2	dreamer	ru sh bm						
35446	mečtateljny		adj.	2	dreamy	ru sh bm						
35444	mečtati		v.intr. ipf.	2	dream (wish), daydream	ru sh bm						
639	med		m.sg.	1	honey			medъ	1			
2715	měď		m./f.	1	copper			mědь	1	{'Old East Slavic': ['мѣдь'], 'Belarusian': ['медзь'], 'Russian': ['медь'], 'Rusyn': ['мідь'], 'Ukrainian': ['мідь'], 'Cyrillic': ['мјед', 'мед'], 'Glagolitic': ['ⰿⱑⰴⱐ'], 'Bulgarian': ['мед'], 'Latin': ['mjȅd', 'mȅd'], 'Slovene': ['mẹd (tonal orthography)'], 'Old Czech': ['měd'], 'Czech': ['měď'], 'Polish': ['miedź'], 'Slovak': ['meď'], 'Lower Sorbian': ['měź'], 'Upper Sorbian': ['mjedź']}	Perhaps related to Proto-Germanic *smiþaz, Ancient Greek σμῑ́λη (smī́lē), Proto-Celtic *mēnis, from Proto-Indo-European *(s)meh₁y- (“to mince, to twist”). Bernecker conjectures a possible relation between the Slavic term and Hittite [script needed] (miti-, “reddish”). The later may be the origin[1] of the name of the mythical King Μίδας (Mídas) (of Phrygian origin) who, according to the legend, was cursed to transform any object he touched into gold. Possibly cognate with "medъ"  	
27471	medalist		m.anim.	1	medallist		I					
27472	medalistka		f.	1	medallist		I					
5805	medalj		f.	1	medal		I					
16004	medbrat		m.anim.	1	nurse							
4897	medicina		f.	1	medicine (science)	v z j	I					
6275	medija		n.pl.	1	media		I					
5045	meditacija		f.	1	meditation		I					
5043	meditovati		v.intr. ipf.	1	medidate		I					
36451	medium		m.anim.	1	medium (spiritism)	v z j	I					
4525	medliti		v.intr. ipf.	3	delay, linger, stall, procrastinate, be slow	ru						
14691	medlo		adv.	3	slowly	ru						
2421	medly		adj.	1	dim, faint, feeble							
14692	medly		adj.	3	slow	ru						
23456	mědny dyhovy instrument		m.	1	brass instrument							
27474	mědny, měděny		adj.	1	copper							
27478	medonosny		adj.	1	melliferous							
27479	medovar		m.anim.		mead maker							
27480	medovina		f.	1	mead			medovina	1	{'Russian': ['медовина (dialectal)'], 'Old Cyrillic': ['медовина'], 'Glagolitic': ['ⰿⰵⰴⱁⰲⰻⱀⰰ'], 'Bulgarian': ['медовина'], 'Macedonian': ['медовина'], 'Cyrillic': ['мѐдовина'], 'Latin': ['mèdovina'], 'Slovene': ['mẹdovina (tonal orthography)', 'medovína'], 'Old Czech': ['medovina'], 'Czech': ['medovina'], 'Polish': ['miodowina (dialectal)'], 'Slovak': ['medovina'], 'Lower Sorbian': ['mjodowina'], 'Upper Sorbian': ['mjedowina']}	From *medovъ (“made of honey”) +‎ *-ina.  	
27481	medovy		adj.	1	honey							
396	medsestra		f.	1	nurse							
27482	medunka		f.	2	lungwort (pulmonaria)	v pl						
20458	meduza		f.	1	jellyfish		I					
2394	medvěď		m.anim.	1	bear			medvědь	1	{'Old East Slavic': ['медвѣдь'], 'Old Belarusian': ['медведь', 'медьведь'], 'Belarusian': ['мядзведзь', 'мядзвець (dialectal)', 'мядзьведзь', 'недзведзь', 'вядзьмедь', 'мідведь', 'мыдьвідь', 'мэдвіедь', 'мадзмедзь (dialectal & rare)'], 'Middle Russian': ['медвѣдь'], 'Russian': ['медведь', 'мьэдвьэть (Old Believers dialect)'], 'Old Ukrainian': ['медведь', 'медвидь'], 'Rusyn': ['медвідь', 'медведз'], 'Ukrainian': ['ведмідь', 'відьмідь', 'ведмедь', 'медвєдь (dialectal)'], 'Old Cyrillic': ['медвѣдь'], 'Glagolitic': ['ⰿⰵⰴⰲⱑⰴⱐ'], 'Bulgarian': ['медвед (dialectal)'], 'Cyrillic': ['мѐдвед', 'мѐдвјед', 'медвид (dialectal)'], 'Latin': ['mèdved', 'mèdvjed', 'medvîd (dialectal)'], 'Chakavian Serbo-Croatian': ['medvid (Novi & Vrgada)', 'medvȅd (Orbanići)'], 'Kajkavian Serbo-Croatian': ['médved'], 'Slovene': ['médved'], 'Old Czech': ['medvěd'], 'Czech': ['medvěd'], 'Bohemian (Chod dialect)': ['nedvěd'], 'Kashubian': ['miedwiédz', 'miedzwiédz'], 'Old Polish': ['miedźwiedź'], 'Polish': ['niedźwiedź', 'mńeʒvėʒ ( & dialectal)'], 'Old Slovak': ['medvěd'], 'Slovak': ['medveď'], 'Slovincian': ['ḿedvėʒ', 'mjedvjeʒ', 'ḿédvėʒ', 'ńiedvjeʒ'], 'Lower Sorbian': ['mjadwjeź'], 'Upper Sorbian': ['mjedwjedź', 'mjedźwjedź']}	From Proto-Balto-Slavic *médu-ēdis, equivalent to *medъ (“honey”) +‎ *(j)ěsti (“to eat”), hence literally the epithet "honey-eater". Cognate with Sanskrit मध्वद् (madhv-ád-, “eating sweetness”) (RV I 164,22). Presumably came into use as taboo avoidance of an earlier word, possibly something like *rьstъ (compare Lithuanian irštvà (“bear's den”), from Proto-Indo-European *h₂ŕ̥tḱos). Similar proposed examples of linguistic taboo for 'bear' are Proto-Germanic *berô (“the brown one”), Latvian lācis (“stomper, pounder”), Sanskrit भल्ल (bhalla) and Old Irish math (“the good one”). There is a folk etymology from *medъ and *věděti (“to know, to manage”), hence "one who knows honey" or "honey master".  	
20459	medvěď-grizli		#phrase	1	grizzly bear							
27484	medvědica		f.	1	she-bear			medvě̀dica	1			
32508	medvědik		m.	1	teddy-bear							
9034	medvěďje objęťje		n.	1	bearhug							
27488	medvěďji		adj.	1	ursine							
9035	medvědny		adj.	1	bearish							
27486	medvěđę		n.	1	bear cub							
27487	medvěđina		f.	1	bear meat							
2280	međa		f.	1	boundary			meďa	1	{'East Slavic': ['межа'], 'Belarusian': ['мяжа'], 'Russian': ['межа'], 'Ukrainian': ['межа'], 'Old Church Slavonic': ['межда'], 'Bulgarian': ['межда'], 'Macedonian': ['меѓа'], 'Cyrillic': ['мѐђа'], 'Latin': ['mèđa'], 'Slovene': ['méja (tonal orthography)'], 'Czech': ['mez'], 'Polabian': ['midźă'], 'Polish': ['miedza'], 'Slovak': ['medza'], 'Lower Sorbian': ['mjaza'], 'Upper Sorbian': ['mjeza']}	Derksen: from Proto-Balto-Slavic *medjo, *medjāˀ, from Proto-Indo-European *medʰieh₂. ЭССЯ: from Proto-Indo-European *medʰyā. (Author?): from Proto-Indo-European *médʰyos. Baltic cognates include Lithuanian mẽdis (“tree”), mẽdžias (“forest”), mẽdė (“forest”), Latvian mežs (“forest”), Old Prussian median (“forest”). Indo-European cognates include Sanskrit मध्य (mádhya, “middle, located in the middle”), Latin medius (“middle”), Gothic 𐌼𐌹𐌳𐌾𐌹𐍃 (midjis, “middle”), Ancient Greek μέσσος (méssos), μέσος (mésos, “middle of, between, amidst”), Old Irish midе (“medium”), Old Armenian մէջ (mēǰ, “middle, midst; inside, interior”), Proto-Germanic *midjaz (“middle, mid”).  	
27490	međny		adj.	1	frontier							
16863	među drugymi		adv.	2	among other things, inter alia							
16829	među inymi		adv.	1	among other things, inter alia							
2713	među	(+4)	prep.	1	between (direction), among (direction)			meďu	1	{'Belarusian': ['між', 'паміж', 'промеж'], 'Russian': ['меж', 'межу (dialectal or obsolete)', 'промеж'], 'Rusyn': ['меж', 'межи', 'змежи', 'помежи', 'спомежи', 'испомежи'], 'Ukrainian': ['з-між', 'з-поміж', 'з-проміж'], 'Old Church Slavonic': ['междоу', 'междю'], '→ Russian': ['между', 'промежду'], 'Bulgarian': ['между'], 'Macedonian': ['меѓу'], 'Cyrillic': ['међу'], 'Latin': ['mȅđu'], 'Czech': ['mezi'], 'Kashubian': ['medzë', 'midzë'], 'Old Polish': ['miedzy'], 'Polish': ['między'], 'Silesian': ['miyndzy'], 'Slovak': ['medzi'], 'Lower Sorbian': ['mjazy'], 'Upper Sorbian': ['mjez', 'mjezy']}	Fossilized from the locative dual of *meďa (“border; boundary”); literally, "in the (two) borders".  	
4929	među	(+5)	prep.	1	between, among, amongst			meďu	1	{'Belarusian': ['між', 'паміж', 'промеж'], 'Russian': ['меж', 'межу (dialectal or obsolete)', 'промеж'], 'Rusyn': ['меж', 'межи', 'змежи', 'помежи', 'спомежи', 'испомежи'], 'Ukrainian': ['з-між', 'з-поміж', 'з-проміж'], 'Old Church Slavonic': ['междоу', 'междю'], '→ Russian': ['между', 'промежду'], 'Bulgarian': ['между'], 'Macedonian': ['меѓу'], 'Cyrillic': ['међу'], 'Latin': ['mȅđu'], 'Czech': ['mezi'], 'Kashubian': ['medzë', 'midzë'], 'Old Polish': ['miedzy'], 'Polish': ['między'], 'Silesian': ['miyndzy'], 'Slovak': ['medzi'], 'Lower Sorbian': ['mjazy'], 'Upper Sorbian': ['mjez', 'mjezy']}	Fossilized from the locative dual of *meďa (“border; boundary”); literally, "in the (two) borders".  	
32246	međudŕžavny		adj.	1	interstate, multinational							
27492	međugoŕje		n.		land between mountains							
35879	međugrådny		adj.	1	intercity	v z j						
31841	međugrådsky		adj.	1	intercity		I					
31839	međukontinentaľny		adj.	1	intercontinental		I					
35745	međukulturny		adj.	1	intercultural							
19843	međuljudsky		adj.	1	interhuman							
19842	međumeťje		n.	2	interjection	ru						
2714	međunarodny		adj.	1	international							
32413	međuplanetarny		adj.	1	interplanetary		I					
27494	međurěčje		n.		land between rivers							
31842	međuregionaľny		adj.	1	interregional		I					
4442	međuslovjansky		adj.	1	Interslavic							
17772	međusobny		adj.	3	interchangeable, mutual	sl sh mk						
1789	međutym		adv.	1	however							
22483	međuvlasťje		n.	2	interregnum	cz sh						
22575	međuvrěmę		n.	3	meantime, intervening time	sh mk						
17773	međuvrěmenno		adv.	1	meanwhile							
37405	međuvrěmenny		adj.		interim, transitional			!	!	!	!	!
31840	međuzvězdny		adj.	1	interstellar		I					
33539	megabajt		m.	1	megabyte		I					
403	měh		m.	1	bellows	v z j		měxъ	1	{'Old East Slavic': ['мѣхъ'], 'Belarusian': ['мех'], 'Russian': ['мех'], 'Ukrainian': ['міх'], 'Old Novgorodian': ['мѣхе'], 'Old Cyrillic': ['мѣхъ'], 'Glagolitic': ['ⰿⱑⱈⱏ'], 'Bulgarian': ['мях', 'мех'], 'Macedonian': ['мев'], 'Cyrillic': ['мех', 'мијех'], 'Latin': ['mȇh', 'mijȇh'], 'Slovene': ['mẹh (tonal orthography)'], 'Old Czech': ['měch'], 'Czech': ['měch'], 'Bohemian (Chod dialect)': ['mňech'], 'Kashubian': ['miech'], 'Polish': ['miech'], 'Slovak': ['mech'], 'Lower Sorbian': ['měch']}	From Proto-Balto-Slavic *maišás, from Proto-Indo-European *moysós. Cognate with Lithuanian maĩšas (“bag, sack”), Latvian màiss (“bag”), Old Prussian moasis (“bellows”), Sanskrit मेष m (meṣá, “ram, sheep”), Classical Persian میش‎ (mēš, “sheep, ewe”), Old Norse meiss m (“basket”), Old High German meisa m (“pannier”).  	
4862	mehaničny		adj.	1	mechanical		I					
35773	mehanik		m.anim.	1	mechanic	v z j	I					
4863	mehanika		f.	1	mechanics		I					
4861	mehanizm		m.	1	mechanism		I					
4353	měhuŕ		m.	1	bladder			měxurь	1			
9046	měhurny		adj.	1	bladder							
33327	měhurȯk		m.	2	bubble	uk j						
35368	mejnstrim		m.sg.	1	mainstream	v z j	E					
27501	mekati		v.intr. ipf.	1	bleat	ub cs yu mk						
27502	mękčeti		v.intr. ipf.	1	become soft							
17784	mękčiti		v.tr. ipf.	1	soften			mękъčiti	1			
27507	mękko		adv.	1	softly, gently							
4245	mękkosť		f.	1	softness							
36336	mękkotěly	(-ogo)	m.anim.	2	mollusc	v bg						
515	mękky		adj.	1	soft			mękъkъ	1	{'Old East Slavic': ['мѧкъкъ'], 'Belarusian': ['мяккі'], 'Russian': ['мягкий'], 'Rusyn': ['мнягкый'], 'Ukrainian': ["м'який"], 'Old Cyrillic': ['мѧкъкъ'], 'Glagolitic': ['ⰿⱔⰽⱏⰽⱏ'], 'Bulgarian': ['мек', 'менок (dialectal)'], 'Macedonian': ['мек'], 'Cyrillic': ['мек'], 'Latin': ['mȅk'], 'Slovene': ['méhək (tonal orthography)'], 'Old Czech': ['měkký'], 'Czech': ['měkký'], 'Bohemian (Chod dialect)': ['mňekyj'], 'Kashubian': ['mitczi'], 'Polabian': ['mąťĕ'], 'Polish': ['miękki'], 'Silesian': ['miynki'], 'Slovak': ['mäkký'], 'Upper Sorbian': ['mjechki'], 'Lower Sorbian': ['měki']}	From Proto-Balto-Slavic *minˀkakas, from Proto-Indo-European *mn̥k-o-kó-s, from *menk-. Equivalent to Proto-Balto-Slavic *minˀkas  +‎ *-kъ. Baltic cognates include Lithuanian mìnkštas (“soft”), Latvian mîksts (“soft”).  	
2870	meksikansky		adj.	1	Mexican							
22461	Meksiko		n.sg.	1	Mexico							
9047	mękše		adv.	1	softer							
37272	melanholičny		adj.	1	melancholic	v z j	I	!	!	!	!	!
37270	melanholija		f.	1	melancholy, melancholia	v z j	I	!	!	!	!	!
37271	melanholik		m.anim.	1	melancholic	v z j	I	!	!	!	!	!
27511	mělina		f.	2	shoal, shallows, sandbank	v z						
27513	mělj		f.		shoal, shallows, sandbank							
1459	mělky		adj.	1	shallow			mělъkъ	1	{'Old East Slavic': ['мѣлъкъ'], 'Belarusian': ['мелкі'], 'Russian': ['мелкий'], 'Ukrainian': ['мілкий']}	Perhaps a conflation of:  *mělъ (“finely grinded substance, mill”) +‎ *-ъkъ, reflecting Proto-Balto-Slavic *mēlˀús, ultimately from Proto-Indo-European *melh₂- (“to grind, to mill”). Akin to Proto-Germanic *mildijaz (“mild, tender”). the descendant of Proto-Balto-Slavic *máiljus + *-ъkъ, cognate with Lithuanian maĩlius (“small fry”), Latvian maĩle (“bleak (fish)”). Possibly from a l-extension of Proto-Indo-European *(s)meh₁y- (“to smith, to crush”), related to Proto-Slavic *milъ (“kind, gentle”), *mirъ (“peace”) and further akin to Old Norse mjór (“thin, narrow”). 	
27515	měľnik		m.anim.	2	miller	ru uk bm						
35947	melodičny		adj.	1	melodic, melodious		I					
4767	melodija		f.	1	melody		I					
32239	memorandum		m.	1	memorandum		I					
27517	memorial		m.	2	memorial	v pl	I					
1489	měna		f.	1	change, exchange			měna	1			
4803	mene		pron.pers.	1	me (accusative, genitive)							
33809	menedžer		m.anim.	1	manager		E					
27525	menj		m.anim.		burbot			mьnь	1			
32926	měnjati sę		v.refl. ipf.	1	alternate, vary, fluctuate							
20461	měnjati		v.tr. ipf.	1	change, exchange							
2854	menje		adv.	1	less, smaller							
23042	menju		m.indecl.	1	menu		F					
27527	měnlivy		adj.	1	changeable							
17774	menstruacija		f.	1	menstruation, period		I					
391	menši		adj.	1	lesser, smaller							
1537	menšinstvo		n.	1	minority							
19844	mentaľnosť		f.	1	mentality		I					
19845	mentaľny		adj.	1	mental		I					
34933	mentor		m.anim.	1	mentor	v z j	I					
2076	měra		f.	1	measure, extent, degree			měra	1	{'Old East Slavic': ['мѣра'], 'Belarusian': ['мера'], 'Russian': ['мера'], 'Ukrainian': ['міра'], 'Estonian': ['määr'], 'Finnish': ['määrä'], 'Karelian': ['meärä'], 'Votic': ['määrä'], 'Cyrillic': ['мера'], 'Glagolitic': ['[Term?]'], 'Bulgarian': ['мяра'], 'Macedonian': ['мера'], 'Latin': ['mȅra'], 'Chakavian (Vrgada)': ['mira'], 'Chakavian (Orbanići)': ['mȅra'], 'Slovene': ['mẹra (tonal orthography)'], 'Old Czech': ['miera'], 'Czech': ['míra'], 'Bohemian (Chod dialect)': ['míra'], 'Polabian': ['m’oro'], 'Old Polish': ['miara', 'miera'], 'Polish': ['miara'], 'Slovak': ['miera'], 'Slovincian': ['mjáră'], 'Upper Sorbian': ['měra'], 'Lower Sorbian': ['měra']}	From Proto-Balto-Slavic *mḗˀrāˀ, from Proto-Indo-European *meh₁-reh₂, from *meh₁- (“to measure”).  Cognate with Ancient Greek μῆτις (mêtis, “plan, ruse”), Old English mǣþ (“measure”), Sanskrit माति (mā́ti), मिमाति (mímāti, “to measure, to assign”), मात्रा (mā́trā, “measure”), Latin mētior (“to measure”), Albanian mat, mas (“to measure”).  	
27533	meridian		m.	1	meridian		I					
20466	měrilo		n.	1	criterion, standard	v cs j						
1995	měriti		v.tr. ipf.	1	measure			měriti	1	{'Old East Slavic': ['мѣрити'], 'Belarusian': ['мераць'], 'Russian': ['мерить'], 'Ukrainian': ['мірити'], 'Old Cyrillic': ['мѣрити'], 'Glagolitic': ['ⰿⱑⱃⰻⱅⰻ'], 'Bulgarian': ['меря'], 'Macedonian': ['мери'], 'Cyrillic': ['мерити'], 'Latin': ['mȅriti'], 'Chakavian (Vrgada)': ['miriti'], 'Chakavian (Orbanići)': ['mȅriti'], 'Slovene': ['mẹriti (tonal orthography)'], 'Old Czech': ['měřiti'], 'Czech': ['měřit'], 'Bohemian (Chod dialect)': ['měřit'], 'Polabian': ['merĕ'], 'Old Polish': ['mierzyć'], 'Polish': ['mierzyć'], 'Slovak': ['mieriť'], 'Slovincian': ['mjìeřěc'], 'Upper Sorbian': ['měrić'], 'Lower Sorbian': ['měriś']}	From *mě̀ra (“measure”) +‎ *-iti.  	
27536	měriti		v.intr. ipf.	1	aim			měriti	1	{'Old East Slavic': ['мѣрити'], 'Belarusian': ['мераць'], 'Russian': ['мерить'], 'Ukrainian': ['мірити'], 'Old Cyrillic': ['мѣрити'], 'Glagolitic': ['ⰿⱑⱃⰻⱅⰻ'], 'Bulgarian': ['меря'], 'Macedonian': ['мери'], 'Cyrillic': ['мерити'], 'Latin': ['mȅriti'], 'Chakavian (Vrgada)': ['miriti'], 'Chakavian (Orbanići)': ['mȅriti'], 'Slovene': ['mẹriti (tonal orthography)'], 'Old Czech': ['měřiti'], 'Czech': ['měřit'], 'Bohemian (Chod dialect)': ['měřit'], 'Polabian': ['merĕ'], 'Old Polish': ['mierzyć'], 'Polish': ['mierzyć'], 'Slovak': ['mieriť'], 'Slovincian': ['mjìeřěc'], 'Upper Sorbian': ['měrić'], 'Lower Sorbian': ['měriś']}	From *mě̀ra (“measure”) +‎ *-iti.  	
885	měrjeńje		n.	1	measurement							
20467	měrka		f.	1	ruler (for measuring)			měrъka	1			
23649	Merkurij		m.sg.	1	Mercury							
27539	měrny		adj.	1	rhythmic, rhythmical							
27541	měrny		adj.	1	measuring							
20468	měrodajny		adj.	2	authoratitive, decisive, relevant	z j						
23041	měrodajny		adj.	2	reliable, trustworthy (e.g. a source)	pl bg						
20887	męsaŕ		m.anim.	2	butcher	sk j						
20888	męsarnja		f.	2	butchery, butcher’s shop	sk j						
1456	měsęc		m.	1	month			měsęcь	1	{'Old East Slavic': ['мѣсѧць'], 'Belarusian': ['месяц'], 'Russian': ['месяц'], 'Rusyn': ['місяць'], 'Ukrainian': ['місяць'], 'Cyrillic': ['месец', 'мјесец'], 'Glagolitic': ['ⰿⱑⱄⱔⱌⱐ'], 'Bulgarian': ['месец', 'месинц (dialectal)'], 'Macedonian': ['месец'], 'Roman': ['mȅsēc', 'mjȅsēc'], 'Slovene': ['mẹsəc (tonal orthography)'], 'Old Czech': ['měsiec'], 'Czech': ['měsíc'], 'Kashubian': ['miesidz', 'miesąc', 'miesądz'], 'Polish': ['miesiąc'], 'Silesian': ['mjeśůnc'], 'Slovak': ['mesiac'], 'Lower Sorbian': ['mjasec'], 'Upper Sorbian': ['měsac']}	From earlier *mēs-en-ko, from Proto-Indo-European *meh₁ns-(e)n-ko-.  	
4697	měsęc		m.	2	moon			měsęcь	1	{'Old East Slavic': ['мѣсѧць'], 'Belarusian': ['месяц'], 'Russian': ['месяц'], 'Rusyn': ['місяць'], 'Ukrainian': ['місяць'], 'Cyrillic': ['месец', 'мјесец'], 'Glagolitic': ['ⰿⱑⱄⱔⱌⱐ'], 'Bulgarian': ['месец', 'месинц (dialectal)'], 'Macedonian': ['месец'], 'Roman': ['mȅsēc', 'mjȅsēc'], 'Slovene': ['mẹsəc (tonal orthography)'], 'Old Czech': ['měsiec'], 'Czech': ['měsíc'], 'Kashubian': ['miesidz', 'miesąc', 'miesądz'], 'Polish': ['miesiąc'], 'Silesian': ['mjeśůnc'], 'Slovak': ['mesiac'], 'Lower Sorbian': ['mjasec'], 'Upper Sorbian': ['měsac']}	From earlier *mēs-en-ko, from Proto-Indo-European *meh₁ns-(e)n-ko-.  	
27546	měsęčina		f.		monthly salary			měsęčina	1			
9066	měsęčna gazeta		f.	1	monthly newspaper							
17776	měsęčnica		f.	1	menstruation, period							
27547	měsęčnik		m.	1	monthly							
9063	měsęčno světlo		n.	2	moonlight							
14696	měsęčno		adv.	1	monthly							
9065	měsęčny žurnal		m.	1	monthly magazine							
4116	měsęčny		adj.	1	monthly							
14695	měsęčny		adj.	2	moon, lunar							
27552	męsisty		adj.	1	meaty, fleshy							
20480	měsiti		v.tr. ipf.	1	knead	v pl j		měsiti	1	{'Old East Slavic': ['мѣсити (12th-13th century)', 'мѣситисꙗ (11th century)'], 'Belarusian': ['мясіць'], 'Russian': ['месить'], 'Ukrainian': ['місити'], 'Bulgarian': ['меся'], 'Macedonian': ['меси'], 'Glagolitic': ['ⰿⱑⱄⰹⱅⰹ'], 'Cyrillic': ['месити'], 'Latin': ['mésiti'], 'Chakavian (Vrgada)': ['mīsiti'], 'Chakavian (Orbanići)': ['miesit'], 'Slovene': ['mesīti', 'mẹsiti (tonal orthography)'], 'Czech': ['mísit'], 'Polish': ['miesić'], 'Slovak': ['miesiť'], 'Upper Sorbian': ['měsyć'], 'Lower Sorbian': ['měsyś']}	From Proto-Balto-Slavic *máiśīˀtei (“to mix”), from Proto-Indo-European *moyḱ-éye-ti (“to mix”, causative), from *meyḱ- (“to mix”).  	
27553	męsnik		m.anim.	3	butcher	v		męsьnikъ	1			
27554	męsny		adj.	1	meat							
513	męso		n.	1	meat			męso	1	{'Belarusian': ['мяса'], 'Russian': ['мясо', 'Russian'], 'Rusyn': ['мнясо'], 'Ukrainian': ["м'ясо"], 'Cyrillic': ['месо'], 'Glagolitic': ['[Term?]'], 'Bulgarian': ['месо', 'менцу (dialectal)'], 'Macedonian': ['месо'], 'Latin': ['mȇso'], 'Slovene': ['mesọ (tonal orthography)'], 'Old Czech': ['maso'], 'Czech': ['maso'], 'Bohemian (Chod dialect)': ['maso'], 'Kashubian': ['miãso'], 'Polabian': ['mąsi'], 'Polish': ['mięso'], 'Silesian': ['miynso'], 'Slovak': ['mäso'], 'Upper Sorbian': ['mjaso'], 'Lower Sorbian': ['měso']}	An o-stem noun back-formed from *mēnsā́ˀ, the plural of Proto-Balto-Slavic *mḗns, from Proto-Indo-European *mḗms.  	
17785	męsojed		m.anim.	1	carnivore							
22944	męsojedny		adj.	1	carnivorous							
27557	Mesopotamija		f.sg.	1	Mesopotamia							
22945	męsožerec		m.anim.	2	carnivore	z sh						
22946	męsožerny		adj.	2	carnivorous	z sh						
3464	městečko		n.	1	borough							
19847	mesti	(mete)	v.tr. ipf.	1	sweep			mesti	1	{'Old East Slavic': ['мести'], 'Belarusian': ['месці'], 'Russian': ['мести'], 'Ukrainian': ['мести'], 'Cyrillic': ['мѐсти'], 'Glagolitic': ['[Term?]'], 'Bulgarian': ['мета'], 'Macedonian': ['мете'], 'Latin': ['mèsti'], 'Chakavian (Vrgada)': ['mȅsti'], 'Chakavian (Orbanići)': ['mȅs'], 'Slovene': ['mésti (tonal orthography)'], 'Czech': ['mést'], 'Old Polish': ['mieść'], 'Polish': ['mieść'], 'Slovak': ['miesť (archaic)'], 'Slovincian': ['mjìesc'], 'Upper Sorbian': ['mjesć'], 'Lower Sorbian': ['mjasć']}	From Proto-Balto-Slavic *met-. Baltic cognates include Lithuanian mèsti (“to throw”) (1sg. metù, 3sg. mẽta), Latvian mest (“to throw”) (3sg. mȩt), Old Prussian pomests (“submissive”, perf. pass. part.), pomettīwingi (“obedient”, masc. nom. pl.). Also cognate with Lithuanian métyti (“to throw”) (1sg. métau), Latvian mẽtât. Per Derksen, possibly related to Latin metō (“to mow, to harvest”), Welsh medi (“to reap”), although many sources indicate no cognates outside of Balto-Slavic.  	
36142	městne izbory		m.pl.	1	local elections							
16493	městnik, městny padež		m.	1	locative							
3436	městnosť		f.	1	area, locality							
3728	městny		adj.	1	local							
5200	město rođeńja		n.	1	birthplace							
2721	město		n.	1	place, site			město	1	{'Old East Slavic': ['мѣсто (', '“place', 'location”)'], 'Russian': ['место'], '→ Finnish': ['mesta'], 'Belarusian': ['места (', '“city”)'], 'Rusyn': ['місто (', '“city”) (regional)'], 'Ukrainian': ['місто (', '“city”)'], 'Old Church Slavonic': ['мѣсто'], 'Bulgarian': ['място'], 'Macedonian': ['место'], 'Cyrillic': ['мјесто', 'место'], 'Latin': ['mjȅsto', 'mȅsto'], 'Chakavian (Vrgada)': ['misto'], 'Chakavian (Orbanići)': ['mȅsto'], 'Kajkavian (Bednja)': ['mȅste'], 'Slovene': ['mẹsto (tonal orthography)'], 'Old Czech': ['město (“city”)'], 'Czech': ['město (“city”)', 'místo (“place', 'location”)'], 'Kashubian': ['miasto (“city”)'], 'Old Polish': ['miasto (“location', 'state”)'], 'Polish': ['miasto (“city”)'], '→ Latvian': ['miẽsts (“city”)'], '→ Lithuanian': ['miẽstas (“city”)'], '→ Old Prussian': ['mestan (“city”)'], 'Silesian': ['mjasto'], 'Slovak': ['mesto (“city”)', 'miesto (“place', 'location”)'], 'Lower Sorbian': ['město (“city”)'], 'Upper Sorbian': ['město (“city”)']}	Probably from Proto-Indo-European *moyth₂- (“to change place”)[1] + *-to, substantivized from an earlier adjective. Cognate[2] with Pashto مېشت‎ (mēšt, “settled”) (< *máištah). Likely not a direct cognate, but still possibly related to Lithuanian maĩstas (“nourishment, food”). The secondary sense “city, urban center” is a calque of Old High German stat < Proto-Germanic *stadiz (“stead, place”).  	
9076	městoimę		n.	1	pronoun							
17778	městopoložeńje		n.	2	location	v						
27564	mešalka		f.	1	mixer, agitator							
20470	měšanec		m.anim.	1	hybrid, half-breed, mongrel	z j						
20471	měšanec		m.anim.	1	multi-racial person, half-blood	z j						
20475	měšanina		f.	3	hodgepodge, mishmash, jumble	pl						
4155	měšatelj		m.	1	blender, mixer							
